"","tweet"
"147","lacson ukraine russia conflict"
"148","lacsonsotto importante dumalo debate magkaalaman"
"149","init pagtanggap batague tandem nina"
"150","pipili kapalaran pinglacson"
"151","lacson sotto stressed support growth farming sector following campaign sorties nueva ecija laguna foodproducing provinces whose farmers fishermen suffered"
"152","mapapahiya"
"153","disgusting"
"154","nothing strength president bumbling reading arguably historically significant speeches time"
"155","lacsonsotto proposes paluwagan system msmes farmers fishermen"
"156","withdraw race endorse love remain relevant"
"157","magising pilipino himayin unawain plataporma pagkatao kandidato kinabukasan inang bayan"
"158","magising pilipino himayin unawain plataporma pagkatao kandidato kinabukasan inang bayan"
"159","generals communist"
"160","qualified president"
"161","change leaders concerned filipino people lacson sotto tandem country"
"162","ha"
"163","napakasakit umasat mabigokala malakas kabitenyosya"
"164","ping lacson monochrome vector art"
"165","di masisisi cavite kasing kasing init pagtanggap cavite pagtanggap vp leni"
"166","chameleon ability change color"
"167","nanginginig takot ulopong nina masamaman per sasabihin rinlord kunin"
"168","tsismoso hayup sarap isigaw pagmumukha aka ping blockson"
"169","ampalayng ampalaya syang magnetic personality magkaroon kk audience grand rallieskawawa namanpangalawang beses nyang pagtakbo presidente nangangamoy talo"
"170","special marites award"
"171","cavite heroes villains know came family true heroes de dios know families came"
"172","bayad crowds new favorite chant"
"173","sad bigla naturned ping nubayan mami leni pinagpipilian im glad ultimately decided go mami leni"
"174","reasons support support presidential candidates old fashion lead new era generation new era problems nagpapakahirap makapagtapos pagaaral susuportahan fake graduate"
"175","backyard cavite bothered proclamation rally loser"
"176","shame mahiya libolibong volunteers nagsikap nagpagod rallies"
"177","marites"
"178","something wrong cavite bailiwick multitude attendees didnt attack vplr chose retaliate cavite kababayans wrong move pingpingping"
"179","pinks sen ping tama accept ideologies simply aligned sen ping truth hurts"
"180","support vp leni spent gas water snacks total expenses pesos thought wise"
"181","alamano kyo"
"182","volleyball player"
"183","asul pula puti dilaw kulay watawat pilipinas pink"
"184","kailangang magpakalat paninira sinawsawan manalo magtatapos maliligayang nilasi"
"185","truth hurts basis proof remulla sinungaling naissue gosh shame"
"186","ping lacson perfect example ambisyoso hahamakin makuha fake news papatulan maibagsak kalaban lubhang basura senador boboto inutil tanga basura"
"187","iboboto kaso unblock hinde election block"
"188","sayang ping believe believe leni"
"189","honestly scared pronouncement accusations vs supporters principal author antiterror law end dead becau"
"190","scaring honest feel end dead pinning hopes unconventional goosebumps real"
"191","check totoo lacson regarding red tag leni volunteers kaso block"
"192","lakas resorting black propaganda masakit mata magshades em"
"193","kalaban pinkies bayaran nmn talagang naganap cavite"
"194","makabayan"
"195","butthurt ampota never gather crowd ping disappointment second choice maigi manny leody inggit pikit"
"196","sen kayong gumaya nina putinina xijinping"
"197","blocked kaagad"
"198","expected magshift vp leni attack kalaban momentum"
"199","desperado nagredtagging"
"200","vp leni slate release statement redtaggings heard else misinformation inevitable worst"
"201","magbagong buhaypwede kakampink umattend sorties nina hand information makuha maritess marisol sagot advise goes"
"202","kapal ping lacson nohpag leni rally kabataan npa bayaran kusa volunteer bayaran trapo basura"
"203","sen nyu minamaliit nyu malinis hangarin supporters mamamayan malinis pamahalaan"
"204","imagine presidentiable believing fake news red tagging good never win"
"205","knowledge foreign policy sagot cnn debate spot take note"
"206","maawa pilipinas pleaseee"
"207","person country needs ping"
"208","needed person time people senator ping lacson"
"209","senator ping lacson qualified next president country philippines"
"210","doubt senator ping good country"
"211","boto click photo chosen candidate write reason voting himher check full details"
"212","win loose think masasayang boto naming asawa sen"
"213","philippines singapore southeast asias best performing economy"
"214","senator ping qualified next president country"
"215","pumili tama mayo"
"216","voting president th competent experienced qualified seat highest position land kakayahan katapangan katapatan"
"217","masyadong galingan ping lacson"
"218","power kind president elect words"
"219","time regrets time save wrong decision go forward lacsonsotto"
"220","deserve government choose choose strong leadership tried tested time pushovers puppets plunderers"
"221","drama gimmick fuzz plataporma porma president best among rest periodt"
"222","concrete doable sensible plans country job country needs president tara lacson"
"223","seasoned public servant disciplined knowledgeable governance high integrity political able implement laws win presidency"
"224","agree sp sotto stating fact"
"225","nagtagumpay russia ukraine malamang gumayang teritoryo di malayong pasukin tsina lider matapang handa ganyang ping lacson tito sotto sakalam"
"226","solid sen"
"227","time regrets time save wrong decision go forward lacsonsotto"
"228","kababayan humabol nagdadalawang isip go sen learn track record old news impressive"
"229","proud president"
"230","sapat nararapat"
"231","maayos gobyerno anim taon utang loob paexperience"
"232","lacson believer power"
"233","tunay makikita botohan masyadong naniniwala survey"
"234","don magpapanalo pamilyang pilipino"
"235","ping lacson tapang talino qualified sunod presidente pilipinas laging handa mabilis isip solusyon problema dumating bansa"
"236","qualified sunod presidente pilipinas ping lacson nasayo magaling matalinong leader bansa"
"237","sapat nararapat"
"238","governor chiz escudero welcomes senate president tito sotto senator ping lacson amazing province sorsogon"
"239","malaking bagay debate nakikita tao qualified ping lacson"
"240","ping lacson siguradong kayanag aksyonan problemang korapsyon gobyerno makakapag bigay maayos kinabukasan mamamayang pilipino"
"241","president"
"242","reposting old toon nararamdaman"
"243","lenikiko canvas bag"
"244","live nlex road warriors vs brgy ginebra miguel pba rush"
"245","tanggalangsakitng katawanjpeg"
"246","live blackwater bossing vs tnt tropang giga pba rush"
"247","nakakainis kakampinks edukado kuno asal edukado respect choices"
"248","point"
"249","kural panalo magkakasama kural pinagtutulungan ibagsak vp lohika"
"250","nice red tag digong"
"251","makabuluhan aatras susuporta"
"252","grabeeeee sayaaaaa masaya hinihintay tara"
"253","believe lacson spot battling bbm pinoy check"
"254","nagpapagod milyamilya layo sainyoraise white flag nowmakipaglaro apo"
"255","hahahahah lumalabas pakawala dati nyang boss imeldi statement nilalabas verification us proof magbase"
"256","roll"
"257","aminin kayang tapatan ganitong energy saya grand rally"
"258","candidates asked vouch integrity everyone senatorial slate"
"259","best rap"
"260","several presidents sat issue given due attention thank sen ping lacson stand predicament"
"261","several presidents sat issue given due attention thank sen ping lacson stand predicament"
"262","several presidents sat issue given due attention thank sen ping lacson stand predicament"
"263","celebrities endorsing political candidates help us understand sharing reasons performing stage generic taglines"
"264","personally silang top personalan trabaho malasakit bayan katoxican buhay"
"265","ganyang panic mode give"
"266","tama kaukawawa nmn sundalo"
"267","along"
"268","eleksiyon daming entitled bukod cancel cancel culture end entitlement attitude rainbow color samasama"
"269","dulo ping"
"270","bawal kantahin songs sharon cuneta"
"271","pakitanong ping hahaikaw hndi kanta pinakanta saupinagdamot ibahabang nagdagdag yaman bbmsara supporters bumili album nuoncome"
"272","week sen visited daet camarines norte wearing amazing kicks im thankful friend helped find kicks"
"273","feels battle fanatics presents plan issue puts great crowd dancing feed future sensible"
"274","posiblengposible pabwahahahahaha"
"275","hateful vengeful vicious virulent diabolical pagpush antiterror law red tagging kababayan endangered lives"
"276","mins"
"277","wisely responsible leader"
"278","pakingaan plataporma programa senador giyera kontra kahirapan krimen korapsyon magkitakita martes march sanchez mira municipal gym pm"
"279","sen humuhugot inspirasyon silent majority behind patutunayan tamang leader bansa mamamayan panahong"
"280","tamang tama tanong gyera wisely"
"281","maaliwalas mata makakita disiplinadong mamamayan"
"282","saw crowd saw law order hereone country needs"
"283","bayan"
"284","sinong panggiyera lacsonsotto panalo"
"285","sinong panggiyera lacsonsotto panalo"
"286","hearing news confidently late president mlq loyalty party ends loyalty country begins hope least"
"287","proud loud supporter panfilo ping morena lacson"
"288","sinong panggiyera lacsonsotto panalo"
"289","sinong panggiyera lacsonsotto panalo"
"290","sinong panggiyera lacsonsotto panalo"
"291","sinong panggiyera lacsonsotto panalo"
"292","sinong panggiyera lacsonsotto panalo"
"293","sinong panggiyera lacsonsotto panalo"
"294","sinong panggiyera lacsonsotto panalo"
"295","sinong panggiyera lacsonsotto panalo"
"296","sinong panggiyera lacsonsotto panalo"
"297","sinong panggiyera lacsonsotto panalo"
"298","magandang umaga cauayan isabela salamat pagsalubong pakikinig maiksing mensahe parter vicente tito sotto mamaya cabatuan"
"299","magandang umaga cauayan isabela salamat pagsalubong pakikinig maiksing mensahe parter vicente tito sotto mamaya cabatuan"
"300","magandang umaga cauayan isabela salamat pagsalubong pakikinig maiksing mensahe parter vicente tito sotto mamaya cabatuan"
"301","magandang umaga cauayan isabela salamat pagsalubong pakikinig maiksing mensahe parter vicente tito sotto mamaya cabatuan"
"302","leadership action"
"303","count im lacsonsotto"
"304","notsosubtle political getup"
"305","future president nababayaran makabayan"
"306","lacsons brave bill empowers lgus achieve inclusive growth"
"307","ping lacson lie role martial law"
"308","ping lacson lie role martial law"
"309","live"
"310","presidential aspirant senator panfilo ping lacson urged voters choose leaders provide better public services instead politicians prepare next elections visit pasig wednesday"
"311","sawa awayan dalawang kampo"
"312","ibalik tiwala gobyerno"
"313","live phoenix super lpg vs northport batang pier pba rush"
"314","dakilang pagibig manahan diyos naroroon alinlangan gumagamit black propaganda"
"315","live northport batang pier vs tnt tropang giga pba rush"
"316","live phoenix super lpg vs meralco bolts pba rush"
"317","pumasok inbox subject thesis update"
"318","sentrong syudad liter butuan gasolina liter liblib barangay lumalalim kahirapan probinsya liblib lugar makatarungan maghimagsik"
"319","madalas hoshi twalya dino heart cheek lt"
"320","ping job"
"321","sabong"
"322","duwag tunay utak interview"
"323","napupusuan ika th presidente pilipinas"
"324","build build build better future"
"325","honestly speaking ping isko mangondato abella leody good underrated good super perfectionist pinoy malinis manila bay pipiliin"
"326","kurapsyon usapan pwedeng ikabit"
"327","maayos oorganisa tao"
"328","next president"
"329","panawagan pilipino"
"330","press release redtagging"
"331","believe mananalo sen ping boto manalo gulo surveys"
"332","blocked ping"
"333","maritesssss balita"
"334","defense unfortunately defense hard believe heinous crime happened martial law courts legislature police military"
"335","chillax vs intense cramming seriously leader dependent turo tao"
"336","true though siguro iichapwera survey incomparable lalu nangunguna survey"
"337","go go go ping go win"
"338","presidenteng inuuna kapakanan mamayang pilipino"
"339","good governance better future"
"340","debate nagiging forum boring dumalo round seriously entertaining eyeopener us magkaalaman iboto"
"341","presidential debate happen best far sayang"
"342","hirap tanong tsaka rebutal malamang di aattend di mapaghahalataang bobo"
"343","pm rank vp leni rank sen ling lacos nothing follows"
"344","candidate looks presidential dignified confident experienced sotto"
"345","capable enough qualities leader sotto"
"346","sen ping presidentumpisahan pagbabago disiplina sotto"
"347","sen ping presidentumpisahan pagbabago disiplina sotto"
"348","sen ping presidentumpisahan pagbabago disiplina sotto"
"349","sotto"
"350","naway maglinis magnanakaw gobyerno sotto"
"351","naway maglinis magnanakaw gobyerno sotto"
"352","partido reporma standardbearer senator ping sees problem proposals calling fourday workweek help filipinos cope surge oil prices proper compensation especially daily wage earners"
"353","partido reporma standardbearer senator ping sees problem proposals calling fourday workweek help filipinos cope surge oil prices proper compensation especially daily wage earners"
"354","government must tighten regulations esabong online cockfighting operations willing suspend according partido reporma standardbearer senator panfilo ping lacson wednesday"
"355","government must tighten regulations esabong online cockfighting operations willing suspend according partido reporma standardbearer senator panfilo ping lacson wednesday"
"356","true qualified trustworthy tumatakbo pagkapresidente support ping lacson cost"
"357","alisin zhalli"
"358","always choose sen ping lacson best leader country patuloy kaming sumosuporta"
"359","restoring trust government"
"360","tularan iboto senator ping lacson bagay nagagawan"
"361","kilala djahnn"
"362","simple big heart works consistently serve country hope people prioritize traits money popularity"
"363","maikakaila nanalo debateng laging baong datos konkretong action plan totoong problema pilipinas saludo"
"364","takot magnanakaw senator ping lacson"
"365","nagkukulang pahangain kakayahan pamunuan bansa"
"366","matalino magaling ping lacson"
"367","ping lacson kaylangan bansa"
"368","tapat matapang magaling ping lacson"
"369","solid solid ping"
"370","sarap isupport pi di bibiguin"
"371","presidente"
"372","magandang plataporma"
"373","always support ping lacson"
"374","pinaplano nagawa ping lacson"
"375","ping lacson di masasayang boto"
"376","switch pong lacson go di sayang boto"
"377","president give answer good platform solid ping lacson"
"378","ping lacson childrens future"
"379","lacson lason bansa"
"380","basic debate laging handa"
"381","president"
"382","umunlad bansa plano tama"
"383","sang ayon"
"384","palakasan gobyerno double standards choose ping lacson"
"385","plano senator ping lacson"
"386","know ping lacson good president"
"387","wish pray ping lacson next president"
"388","ping galing"
"389","talagang masipag maasahan"
"390","tayuan presidente"
"391","tama kaylangan di nalulubog utang talino"
"392","handa ping bansa"
"393","balita switch ping lacson"
"394","solid ping lacwon ping presidente"
"395","ping nanalo ubos kurakot"
"396","galing husay ping"
"397","nabiyayaan talino gaya ping lacson"
"398","love support ping lacson"
"399","eys patagal patagal dumadami kakaping"
"400","ping boto di sayang"
"401","karapat presidente kakaiba galing"
"402","ping lacson win"
"403","tayuan tunay presidente"
"404","terms track record experience qualifications panfilo morena lacson qualified become next president republic philippines cfmarortoll"
"405","burn ouchie madumb"
"406","mamaya partner sen sp sasabak ipakita suporta sumusunod hashtags"
"407","pandemya giyera lacson"
"408","plataporma lacson tunay walag kupas pagligtas"
"409","kandidato takot debate kasing mabuting masasabi asahan lacson magsalita tuloy tuloy halatang totoo"
"410","matapos itaya buhay bayan nakaraang taon standardbearer sen ipagpatuloy pagsilbi"
"411","nanalo bbm leni magulo gulo"
"412","senator ping lacson handang talakayin dof pagsuspinde excise tax langis"
"413","vp makakatapat vs korapsyon"
"414","hitech pagtugon pandemya isusulong"
"415","alkalde bayan maddela quirino tumaya"
"416","lacson gave answer asked sector prioritize help round pilipinas debates turning point organized commission elections comelec"
"417","solid mapahiya boto sen"
"418","senador presidente paalaala gaano hinangaan liderato"
"419","asa senator ping lacson"
"420","ping langj iboboto"
"421","truly deserving title position excellency"
"422","president always early prepared ready anything excited stand tonight"
"423","yehey good job manong"
"424","ping nagala raffy tulfo tuguegarao dinagsa sumbong problema mamamayan"
"425","senator handang talakayin dof pagsuspinde excise tax langis"
"426","sinong panggiyera ping lacson"
"427","lider nagmamasid hinaharap kumikilos mangyari go forward bright future"
"428","choosing childrens future"
"429","lider kayang ayusin gobyerno lalabanan katiwalian"
"430","lider kayang ayusin gobyerno lalabanan katiwalian"
"431","lider kayang ayusin gobyerno lalabanan katiwalian"
"432","plataporma ping lacson agrikultura libreng punla pataba makinarya pasilidad magsasaka panggiyera read program addressing farmers concerns lacson"
"433","told choose ping mananalo answered ma pangingielam leni choice malakas magsasayang boto matagal nagserbisyo magandang plataporma"
"434","speakcup attending mortifying rally mixed bag experience"
"435","malabon pramis magbabaon maraming alatito boy questions witness personally"
"436","iyan tatak"
"437","worth experience public service legislative executive doubt ready"
"438","bbm leni tipong leni choice magbbm di masisisi magjustify mali deserve deserve true leader"
"439","accurate tho imo ping spot overall aspect"
"440","leadership integrity ping lacson president"
"441","proud ping lacson supporter"
"442","people philippines marealize gano kaganda plano ping bansa wisely choose ping"
"443","ping key country"
"444","totoong malasakit totoong pakialam"
"445","good luck sen ping lacson deserved win"
"446","better future future depends always tomorrow mind whenever choices commitments go forward irrefutably incorruptible tandem"
"447","nueva ecija bukas magkitakita bukas gapan pm cabanatuan pm general natividad"
"448","ping lacson president"
"449","krimen korapsyon kahirapan giyera ganitong sitwasyon magtitiwala baguhan nagkukunwaring laging kakayahan katapatan katapangan choose ping lacson"
"450","pinglacson best among rest"
"451","pinglacson subok maaasahan mapag kakatiwalaan"
"452","sapat nararapat"
"453","ping lacson"
"454","ping lacson pinaka best"
"455","ping lacson best"
"456","ping lacson"
"457","presidente ping lacson"
"458","presidente ping lacson"
"459","buti ping lacson attendan"
"460","aayusin gobyerno aayusin buhay pilipino"
"461","aayusin gobyerno aayusin buhay pilipino"
"462","di mapapanood comelec presidential debate support sen"
"463","good luck sen"
"464","sorry sen medyo madumi nainuman binoto paniguradong magagamit pilipinas display masabi"
"465","ping lacson pnp career movies created life ping lacson super cop hours"
"466","ping lacson pnp career movies created life ping lacson super cop hours"
"467","support end"
"468","ganoon research development maayos lacson told isabelabased farmers ping lacson konkretong plano"
"469","ituloy senator ping tama magnanakaw dto bansa kampante clang mgagalaw dhl nagpprotekta knila"
"470","support tandem"
"471","two great leaders frame"
"472","something forward saturday"
"473","ping lacson nagtago batas samahan ping lacson ubusin magnanakaw ayusin gobyerno"
"474","ping lacson nagtago batas samahan ping lacson ubusin magnanakaw ayusin gobyerno"
"475","thank god friday"
"476","kapatid never lose hope us leader political tinging reality bite"
"477","jointheyre contender substance"
"478","ping pinakamababa surveys pinakamataas achievements"
"479","never dilawan"
"480","pelikula hours senador nagtago europe inspired presidente movie babae general nagbaril tawagan inspired katakot backer"
"481","ping"
"482","plataporma digitalization government processes"
"483","plataporma health system commit offer futureproof strategy new normal"
"484","remember always love family friends spread love peace unity hatred anger negative energy"
"485","keeps entertaining us fun creative presidentiable stuff particular account revealed four guess know reason included"
"486","leader sikat social media believe universe votes multiply count"
"487","resibo"
"488","tinatanong paba"
"489","partido reporma spoke shift support sen ping lacsons presidential bid pres leni robredos read"
"490","person end cycle president"
"491","totoo vp lemlem panama ky ping kya halos sina sabing pinaka pinaka qualified"
"492","turning evil fighting campaign tactics pera pera format entertainment politics kinain sistema"
"493","leave blank makatulog mahimbing polls"
"494","attack support bbm promote unity think attack change minds bbm act bbm"
"495","solid"
"496","pangpagising gy shift sasamahan independent"
"497","settle less best"
"498","second choice magaling choice"
"499","toxic"
"500","iwanan"
"501","miss pagsabihan"
"502","bumitaw partido hinding bibitawan"
"503","aga kina maoy namon tatay"
"504","calling stop fight support thus noble act country"
"505","ping lacson president"
"506","problema pulitika pilipinas trapo alvarez trapo robredo"
"507","betrayal"
"508","presidential candidate panfilo ping lacson resigned chairmanship partido demokratikong reporma"
"509","presidential candidate panfilo ping lacson resigned chairmanship partido demokratikong reporma"
"510","ping lacson president"
"511","dulo"
"512","love ping lacson"
"513","loyal ping lacson"
"514","ah ping huh nagpapatawa kaba"
"515","frustrated miss universe finalist"
"516","lacson unfair accuse baguios magalong protecting communist rebels elcac read"
"517","hanap pangulo paninindigan talino sipag pamumuno tapat"
"518","matimbang opinyon katotohanan respetuhin rumespeto tahimik laman madalas lata maingay laman"
"519","believe among candidates"
"520","deserved president country"
"521","lider marunog makinig magadjust"
"522","future president country"
"523","love filipinos coming closet speaking know go ipanalo maayos gobyerno magandang kinabukasan bayan"
"524","botante fake news spliced videos sinishare achievements plataporma kandidato malay mahikayat undecided"
"525","toxic supporters kandidato mapankahit panig manalo kayong magagawa kelan magbabago ugaling pinoy"
"526","ping best senator great leadership among"
"527","intelligence political views strong leadership rise beloved country"
"528","lider marunog makinig magadjust"
"529","people coming support truly deserving lead nation love"
"530","ping lacson running president platforms anti corruption budget reform antiinsurgency economic recovery support industries digitization health covid pandemic source"
"531","almost everyone go crazy red pink roses blue fossilized flower preserved president"
"532","fake news presidente wlng sense sense appreciation"
"533","koba matapang"
"534","filipinos willing fight stand rights theyre willing fight presidential bets better place"
"535","hinihintay sambayanang pilipino bumangon ak pilipinas kahirapan"
"536","give marcoses opportunity steal filipinos voting bbm giving power kind thinking stuck bbm"
"537","switch candidate challenge switch matalo isko makikita kandidato switch baliktad di switch deal start"
"538","naalala pelikula inspired"
"539","lacson leaves partido reporma read"
"540","mejo hilas two joints panic organic pina kurog lips"
"541","sen panfilo lacson resigned chairman partido reporma party runs independent candidate president ballot remains prp standardbearer read"
"542","kayang sumakay di"
"543","faith warrior god god bless good luck sotto"
"544","faith warrior god god bless good luck sotto"
"545","selfserving totoo desisyon sen di sangayon di tiwala cong alvarez anyway buti di partymates"
"546","lacson resigns partido reporma chairman independent read"
"547","alvarez nothing traitor"
"548","philippine presidential hopeful lacson resigns party independent"
"549","breaking presidential candidate ping resigns partido reporma continue candidacy independent candidate"
